D:\data\IMG\center_2019_01_15_14_58_56_321.jpg,D:\data\IMG\left_2019_01_15_14_58_56_321.jpg,D:\data\IMG\right_2019_01_15_14_58_56_321.jpg,-0.5500001,0,0,7.73907
D:\data\IMG\center_2019_01_15_14_58_56_427.jpg,D:\data\IMG\left_2019_01_15_14_58_56_427.jpg,D:\data\IMG\right_2019_01_15_14_58_56_427.jpg,-0.8000001,0,0,7.578449
D:\data\IMG\center_2019_01_15_14_58_56_514.jpg,D:\data\IMG\left_2019_01_15_14_58_56_514.jpg,D:\data\IMG\right_2019_01_15_14_58_56_514.jpg,0,0,0,7.360078
D:\data\IMG\center_2019_01_15_14_58_56_617.jpg,D:\data\IMG\left_2019_01_15_14_58_56_617.jpg,D:\data\IMG\right_2019_01_15_14_58_56_617.jpg,0,0,0,7.267785
D:\data\IMG\center_2019_01_15_14_58_56_727.jpg,D:\data\IMG\left_2019_01_15_14_58_56_727.jpg,D:\data\IMG\right_2019_01_15_14_58_56_727.jpg,0,0,0,7.194341
D:\data\IMG\center_2019_01_15_14_58_56_825.jpg,D:\data\IMG\left_2019_01_15_14_58_56_825.jpg,D:\data\IMG\right_2019_01_15_14_58_56_825.jpg,0,0,0,7.122134
D:\data\IMG\center_2019_01_15_14_58_56_937.jpg,D:\data\IMG\left_2019_01_15_14_58_56_937.jpg,D:\data\IMG\right_2019_01_15_14_58_56_937.jpg,0,0.3324692,0,7.376948
D:\data\IMG\center_2019_01_15_14_58_57_049.jpg,D:\data\IMG\left_2019_01_15_14_58_57_049.jpg,D:\data\IMG\right_2019_01_15_14_58_57_049.jpg,0,0.321777,0,7.778106
D:\data\IMG\center_2019_01_15_14_58_57_165.jpg,D:\data\IMG\left_2019_01_15_14_58_57_165.jpg,D:\data\IMG\right_2019_01_15_14_58_57_165.jpg,-0.15,0,0,7.80361
D:\data\IMG\center_2019_01_15_14_58_57_280.jpg,D:\data\IMG\left_2019_01_15_14_58_57_280.jpg,D:\data\IMG\right_2019_01_15_14_58_57_280.jpg,-0.45,0,0,7.663084
D:\data\IMG\center_2019_01_15_14_58_57_392.jpg,D:\data\IMG\left_2019_01_15_14_58_57_392.jpg,D:\data\IMG\right_2019_01_15_14_58_57_392.jpg,-0.7,0,0,7.51584
D:\data\IMG\center_2019_01_15_14_58_57_509.jpg,D:\data\IMG\left_2019_01_15_14_58_57_509.jpg,D:\data\IMG\right_2019_01_15_14_58_57_509.jpg,-1,0,0,7.301906
D:\data\IMG\center_2019_01_15_14_58_57_623.jpg,D:\data\IMG\left_2019_01_15_14_58_57_623.jpg,D:\data\IMG\right_2019_01_15_14_58_57_623.jpg,0,0,0,7.032513
D:\data\IMG\center_2019_01_15_14_58_57_740.jpg,D:\data\IMG\left_2019_01_15_14_58_57_740.jpg,D:\data\IMG\right_2019_01_15_14_58_57_740.jpg,0,0,0,6.910027
D:\data\IMG\center_2019_01_15_14_58_57_857.jpg,D:\data\IMG\left_2019_01_15_14_58_57_857.jpg,D:\data\IMG\right_2019_01_15_14_58_57_857.jpg,0,0,0,6.826471
D:\data\IMG\center_2019_01_15_14_58_57_929.jpg,D:\data\IMG\left_2019_01_15_14_58_57_929.jpg,D:\data\IMG\right_2019_01_15_14_58_57_929.jpg,0,0,0,6.785079
D:\data\IMG\center_2019_01_15_14_58_58_046.jpg,D:\data\IMG\left_2019_01_15_14_58_58_046.jpg,D:\data\IMG\right_2019_01_15_14_58_58_046.jpg,0,0.2129053,0,6.846029
D:\data\IMG\center_2019_01_15_14_58_58_159.jpg,D:\data\IMG\left_2019_01_15_14_58_58_159.jpg,D:\data\IMG\right_2019_01_15_14_58_58_159.jpg,0,0.5531672,0,7.413908
D:\data\IMG\center_2019_01_15_14_58_58_228.jpg,D:\data\IMG\left_2019_01_15_14_58_58_228.jpg,D:\data\IMG\right_2019_01_15_14_58_58_228.jpg,0,0.7605674,0,7.908841
D:\data\IMG\center_2019_01_15_14_58_58_346.jpg,D:\data\IMG\left_2019_01_15_14_58_58_346.jpg,D:\data\IMG\right_2019_01_15_14_58_58_346.jpg,0,1,0,9.187053
D:\data\IMG\center_2019_01_15_14_58_58_470.jpg,D:\data\IMG\left_2019_01_15_14_58_58_470.jpg,D:\data\IMG\right_2019_01_15_14_58_58_470.jpg,0,1,0,10.52417
D:\data\IMG\center_2019_01_15_14_58_58_588.jpg,D:\data\IMG\left_2019_01_15_14_58_58_588.jpg,D:\data\IMG\right_2019_01_15_14_58_58_588.jpg,0,0.8190685,0,11.58977
D:\data\IMG\center_2019_01_15_14_58_58_708.jpg,D:\data\IMG\left_2019_01_15_14_58_58_708.jpg,D:\data\IMG\right_2019_01_15_14_58_58_708.jpg,0,0.458609,0,12.42538
D:\data\IMG\center_2019_01_15_14_58_58_834.jpg,D:\data\IMG\left_2019_01_15_14_58_58_834.jpg,D:\data\IMG\right_2019_01_15_14_58_58_834.jpg,0,0.08383819,0,12.57939
D:\data\IMG\center_2019_01_15_14_58_58_965.jpg,D:\data\IMG\left_2019_01_15_14_58_58_965.jpg,D:\data\IMG\right_2019_01_15_14_58_58_965.jpg,0,0,0,12.46501
D:\data\IMG\center_2019_01_15_14_58_59_037.jpg,D:\data\IMG\left_2019_01_15_14_58_59_037.jpg,D:\data\IMG\right_2019_01_15_14_58_59_037.jpg,-0.2,0,0,12.35145
D:\data\IMG\center_2019_01_15_14_58_59_123.jpg,D:\data\IMG\left_2019_01_15_14_58_59_123.jpg,D:\data\IMG\right_2019_01_15_14_58_59_123.jpg,-0.4,0,0,12.27105
D:\data\IMG\center_2019_01_15_14_58_59_195.jpg,D:\data\IMG\left_2019_01_15_14_58_59_195.jpg,D:\data\IMG\right_2019_01_15_14_58_59_195.jpg,-0.5500001,0,0,11.83177
D:\data\IMG\center_2019_01_15_14_58_59_268.jpg,D:\data\IMG\left_2019_01_15_14_58_59_268.jpg,D:\data\IMG\right_2019_01_15_14_58_59_268.jpg,-0.7500002,0,0,11.63298
D:\data\IMG\center_2019_01_15_14_58_59_362.jpg,D:\data\IMG\left_2019_01_15_14_58_59_362.jpg,D:\data\IMG\right_2019_01_15_14_58_59_362.jpg,0,0,0,11.75912
D:\data\IMG\center_2019_01_15_14_58_59_487.jpg,D:\data\IMG\left_2019_01_15_14_58_59_487.jpg,D:\data\IMG\right_2019_01_15_14_58_59_487.jpg,0,0,0,11.63857
D:\data\IMG\center_2019_01_15_14_58_59_557.jpg,D:\data\IMG\left_2019_01_15_14_58_59_557.jpg,D:\data\IMG\right_2019_01_15_14_58_59_557.jpg,0,0,0,11.28028
D:\data\IMG\center_2019_01_15_14_58_59_635.jpg,D:\data\IMG\left_2019_01_15_14_58_59_635.jpg,D:\data\IMG\right_2019_01_15_14_58_59_635.jpg,0,0,0,11.30183
D:\data\IMG\center_2019_01_15_14_58_59_739.jpg,D:\data\IMG\left_2019_01_15_14_58_59_739.jpg,D:\data\IMG\right_2019_01_15_14_58_59_739.jpg,0,0,0,11.16766
D:\data\IMG\center_2019_01_15_14_58_59_856.jpg,D:\data\IMG\left_2019_01_15_14_58_59_856.jpg,D:\data\IMG\right_2019_01_15_14_58_59_856.jpg,0,0,0,11.03321
D:\data\IMG\center_2019_01_15_14_58_59_943.jpg,D:\data\IMG\left_2019_01_15_14_58_59_943.jpg,D:\data\IMG\right_2019_01_15_14_58_59_943.jpg,0,0.2574047,0,11.17193
D:\data\IMG\center_2019_01_15_14_59_00_038.jpg,D:\data\IMG\left_2019_01_15_14_59_00_038.jpg,D:\data\IMG\right_2019_01_15_14_59_00_038.jpg,0,0.5469423,0,11.29671
D:\data\IMG\center_2019_01_15_14_59_00_148.jpg,D:\data\IMG\left_2019_01_15_14_59_00_148.jpg,D:\data\IMG\right_2019_01_15_14_59_00_148.jpg,0,0.8748288,0,12.667
D:\data\IMG\center_2019_01_15_14_59_00_265.jpg,D:\data\IMG\left_2019_01_15_14_59_00_265.jpg,D:\data\IMG\right_2019_01_15_14_59_00_265.jpg,0,1,0,13.72859
D:\data\IMG\center_2019_01_15_14_59_00_351.jpg,D:\data\IMG\left_2019_01_15_14_59_00_351.jpg,D:\data\IMG\right_2019_01_15_14_59_00_351.jpg,0,1,0,14.7361
D:\data\IMG\center_2019_01_15_14_59_00_438.jpg,D:\data\IMG\left_2019_01_15_14_59_00_438.jpg,D:\data\IMG\right_2019_01_15_14_59_00_438.jpg,0,1,0,15.82369
D:\data\IMG\center_2019_01_15_14_59_00_535.jpg,D:\data\IMG\left_2019_01_15_14_59_00_535.jpg,D:\data\IMG\right_2019_01_15_14_59_00_535.jpg,0,0.7098927,0,16.51903
D:\data\IMG\center_2019_01_15_14_59_00_647.jpg,D:\data\IMG\left_2019_01_15_14_59_00_647.jpg,D:\data\IMG\right_2019_01_15_14_59_00_647.jpg,-0.25,0.3730795,0,16.89674
D:\data\IMG\center_2019_01_15_14_59_00_776.jpg,D:\data\IMG\left_2019_01_15_14_59_00_776.jpg,D:\data\IMG\right_2019_01_15_14_59_00_776.jpg,-0.6000001,0,0,16.40499
D:\data\IMG\center_2019_01_15_14_59_00_937.jpg,D:\data\IMG\left_2019_01_15_14_59_00_937.jpg,D:\data\IMG\right_2019_01_15_14_59_00_937.jpg,-1,0,0,15.82046
D:\data\IMG\center_2019_01_15_14_59_01_075.jpg,D:\data\IMG\left_2019_01_15_14_59_01_075.jpg,D:\data\IMG\right_2019_01_15_14_59_01_075.jpg,0,0,0,15.47803
D:\data\IMG\center_2019_01_15_14_59_01_228.jpg,D:\data\IMG\left_2019_01_15_14_59_01_228.jpg,D:\data\IMG\right_2019_01_15_14_59_01_228.jpg,0,0,0,15.2084
D:\data\IMG\center_2019_01_15_14_59_01_398.jpg,D:\data\IMG\left_2019_01_15_14_59_01_398.jpg,D:\data\IMG\right_2019_01_15_14_59_01_398.jpg,0,0,0,14.95574
D:\data\IMG\center_2019_01_15_14_59_01_531.jpg,D:\data\IMG\left_2019_01_15_14_59_01_531.jpg,D:\data\IMG\right_2019_01_15_14_59_01_531.jpg,0,0,0,14.77781
D:\data\IMG\center_2019_01_15_14_59_01_696.jpg,D:\data\IMG\left_2019_01_15_14_59_01_696.jpg,D:\data\IMG\right_2019_01_15_14_59_01_696.jpg,0,0,0,14.54131
D:\data\IMG\center_2019_01_15_14_59_01_872.jpg,D:\data\IMG\left_2019_01_15_14_59_01_872.jpg,D:\data\IMG\right_2019_01_15_14_59_01_872.jpg,0,0,0,14.25377
D:\data\IMG\center_2019_01_15_14_59_02_029.jpg,D:\data\IMG\left_2019_01_15_14_59_02_029.jpg,D:\data\IMG\right_2019_01_15_14_59_02_029.jpg,0,0,0,14.02167
D:\data\IMG\center_2019_01_15_14_59_02_194.jpg,D:\data\IMG\left_2019_01_15_14_59_02_194.jpg,D:\data\IMG\right_2019_01_15_14_59_02_194.jpg,0,0,0,13.78818
D:\data\IMG\center_2019_01_15_14_59_02_360.jpg,D:\data\IMG\left_2019_01_15_14_59_02_360.jpg,D:\data\IMG\right_2019_01_15_14_59_02_360.jpg,0,0,0,13.55782
D:\data\IMG\center_2019_01_15_14_59_02_521.jpg,D:\data\IMG\left_2019_01_15_14_59_02_521.jpg,D:\data\IMG\right_2019_01_15_14_59_02_521.jpg,0,0,0,13.29838
D:\data\IMG\center_2019_01_15_14_59_02_696.jpg,D:\data\IMG\left_2019_01_15_14_59_02_696.jpg,D:\data\IMG\right_2019_01_15_14_59_02_696.jpg,0,0,0,13.06931
D:\data\IMG\center_2019_01_15_14_59_02_836.jpg,D:\data\IMG\left_2019_01_15_14_59_02_836.jpg,D:\data\IMG\right_2019_01_15_14_59_02_836.jpg,0,0,0,12.85531
D:\data\IMG\center_2019_01_15_14_59_02_995.jpg,D:\data\IMG\left_2019_01_15_14_59_02_995.jpg,D:\data\IMG\right_2019_01_15_14_59_02_995.jpg,0,0,0,12.64392
D:\data\IMG\center_2019_01_15_14_59_03_162.jpg,D:\data\IMG\left_2019_01_15_14_59_03_162.jpg,D:\data\IMG\right_2019_01_15_14_59_03_162.jpg,0,0,0,12.43543
D:\data\IMG\center_2019_01_15_14_59_03_330.jpg,D:\data\IMG\left_2019_01_15_14_59_03_330.jpg,D:\data\IMG\right_2019_01_15_14_59_03_330.jpg,0,0,0,12.22971
D:\data\IMG\center_2019_01_15_14_59_03_492.jpg,D:\data\IMG\left_2019_01_15_14_59_03_492.jpg,D:\data\IMG\right_2019_01_15_14_59_03_492.jpg,0,0,0,12.02581
D:\data\IMG\center_2019_01_15_14_59_03_654.jpg,D:\data\IMG\left_2019_01_15_14_59_03_654.jpg,D:\data\IMG\right_2019_01_15_14_59_03_654.jpg,0,0,0,11.82377
D:\data\IMG\center_2019_01_15_14_59_03_820.jpg,D:\data\IMG\left_2019_01_15_14_59_03_820.jpg,D:\data\IMG\right_2019_01_15_14_59_03_820.jpg,-0.45,0,0,11.55973
D:\data\IMG\center_2019_01_15_14_59_03_981.jpg,D:\data\IMG\left_2019_01_15_14_59_03_981.jpg,D:\data\IMG\right_2019_01_15_14_59_03_981.jpg,-0.8500001,0,0,11.19988
D:\data\IMG\center_2019_01_15_14_59_04_134.jpg,D:\data\IMG\left_2019_01_15_14_59_04_134.jpg,D:\data\IMG\right_2019_01_15_14_59_04_134.jpg,0,0,0,10.95912
D:\data\IMG\center_2019_01_15_14_59_04_288.jpg,D:\data\IMG\left_2019_01_15_14_59_04_288.jpg,D:\data\IMG\right_2019_01_15_14_59_04_288.jpg,0,0,0,10.80333
D:\data\IMG\center_2019_01_15_14_59_04_456.jpg,D:\data\IMG\left_2019_01_15_14_59_04_456.jpg,D:\data\IMG\right_2019_01_15_14_59_04_456.jpg,0,0,0,10.6088
D:\data\IMG\center_2019_01_15_14_59_04_604.jpg,D:\data\IMG\left_2019_01_15_14_59_04_604.jpg,D:\data\IMG\right_2019_01_15_14_59_04_604.jpg,0,0,0,10.46003
D:\data\IMG\center_2019_01_15_14_59_04_760.jpg,D:\data\IMG\left_2019_01_15_14_59_04_760.jpg,D:\data\IMG\right_2019_01_15_14_59_04_760.jpg,0,0,0,10.29255
D:\data\IMG\center_2019_01_15_14_59_04_916.jpg,D:\data\IMG\left_2019_01_15_14_59_04_916.jpg,D:\data\IMG\right_2019_01_15_14_59_04_916.jpg,0,0,0,10.1277
D:\data\IMG\center_2019_01_15_14_59_05_077.jpg,D:\data\IMG\left_2019_01_15_14_59_05_077.jpg,D:\data\IMG\right_2019_01_15_14_59_05_077.jpg,0,0,0,9.96555
D:\data\IMG\center_2019_01_15_14_59_05_233.jpg,D:\data\IMG\left_2019_01_15_14_59_05_233.jpg,D:\data\IMG\right_2019_01_15_14_59_05_233.jpg,0,0,0,9.825797
D:\data\IMG\center_2019_01_15_14_59_05_386.jpg,D:\data\IMG\left_2019_01_15_14_59_05_386.jpg,D:\data\IMG\right_2019_01_15_14_59_05_386.jpg,-0.4,0,0,9.618359
D:\data\IMG\center_2019_01_15_14_59_05_548.jpg,D:\data\IMG\left_2019_01_15_14_59_05_548.jpg,D:\data\IMG\right_2019_01_15_14_59_05_548.jpg,-0.8000001,0,0,9.314431
D:\data\IMG\center_2019_01_15_14_59_05_706.jpg,D:\data\IMG\left_2019_01_15_14_59_05_706.jpg,D:\data\IMG\right_2019_01_15_14_59_05_706.jpg,0,0,0,9.065526
D:\data\IMG\center_2019_01_15_14_59_05_864.jpg,D:\data\IMG\left_2019_01_15_14_59_05_864.jpg,D:\data\IMG\right_2019_01_15_14_59_05_864.jpg,0,0,0,8.919508
D:\data\IMG\center_2019_01_15_14_59_06_021.jpg,D:\data\IMG\left_2019_01_15_14_59_06_021.jpg,D:\data\IMG\right_2019_01_15_14_59_06_021.jpg,0,0,0,8.7767
D:\data\IMG\center_2019_01_15_14_59_06_168.jpg,D:\data\IMG\left_2019_01_15_14_59_06_168.jpg,D:\data\IMG\right_2019_01_15_14_59_06_168.jpg,-0.35,0,0,8.619299
D:\data\IMG\center_2019_01_15_14_59_06_328.jpg,D:\data\IMG\left_2019_01_15_14_59_06_328.jpg,D:\data\IMG\right_2019_01_15_14_59_06_328.jpg,-0.7500002,0,0,8.359299
D:\data\IMG\center_2019_01_15_14_59_06_481.jpg,D:\data\IMG\left_2019_01_15_14_59_06_481.jpg,D:\data\IMG\right_2019_01_15_14_59_06_481.jpg,0,0,0,8.144219
D:\data\IMG\center_2019_01_15_14_59_06_641.jpg,D:\data\IMG\left_2019_01_15_14_59_06_641.jpg,D:\data\IMG\right_2019_01_15_14_59_06_641.jpg,0,0,0,8.013356
D:\data\IMG\center_2019_01_15_14_59_06_796.jpg,D:\data\IMG\left_2019_01_15_14_59_06_796.jpg,D:\data\IMG\right_2019_01_15_14_59_06_796.jpg,0,0,0,7.885067
D:\data\IMG\center_2019_01_15_14_59_06_951.jpg,D:\data\IMG\left_2019_01_15_14_59_06_951.jpg,D:\data\IMG\right_2019_01_15_14_59_06_951.jpg,-0.35,0,0,7.74325
D:\data\IMG\center_2019_01_15_14_59_07_110.jpg,D:\data\IMG\left_2019_01_15_14_59_07_110.jpg,D:\data\IMG\right_2019_01_15_14_59_07_110.jpg,-0.7500002,0,0,7.511058
D:\data\IMG\center_2019_01_15_14_59_07_267.jpg,D:\data\IMG\left_2019_01_15_14_59_07_267.jpg,D:\data\IMG\right_2019_01_15_14_59_07_267.jpg,0,0,0,7.313721
D:\data\IMG\center_2019_01_15_14_59_07_420.jpg,D:\data\IMG\left_2019_01_15_14_59_07_420.jpg,D:\data\IMG\right_2019_01_15_14_59_07_420.jpg,0,0,0,7.196336
D:\data\IMG\center_2019_01_15_14_59_07_577.jpg,D:\data\IMG\left_2019_01_15_14_59_07_577.jpg,D:\data\IMG\right_2019_01_15_14_59_07_577.jpg,0,0,0,7.081138
D:\data\IMG\center_2019_01_15_14_59_07_730.jpg,D:\data\IMG\left_2019_01_15_14_59_07_730.jpg,D:\data\IMG\right_2019_01_15_14_59_07_730.jpg,0,0,0,6.981853
D:\data\IMG\center_2019_01_15_14_59_07_888.jpg,D:\data\IMG\left_2019_01_15_14_59_07_888.jpg,D:\data\IMG\right_2019_01_15_14_59_07_888.jpg,0,0,0,6.870087
D:\data\IMG\center_2019_01_15_14_59_08_059.jpg,D:\data\IMG\left_2019_01_15_14_59_08_059.jpg,D:\data\IMG\right_2019_01_15_14_59_08_059.jpg,0,0,0,6.746485
D:\data\IMG\center_2019_01_15_14_59_08_207.jpg,D:\data\IMG\left_2019_01_15_14_59_08_207.jpg,D:\data\IMG\right_2019_01_15_14_59_08_207.jpg,0,0,0,6.65166
D:\data\IMG\center_2019_01_15_14_59_08_375.jpg,D:\data\IMG\left_2019_01_15_14_59_08_375.jpg,D:\data\IMG\right_2019_01_15_14_59_08_375.jpg,0,0,0,6.531985
D:\data\IMG\center_2019_01_15_14_59_08_518.jpg,D:\data\IMG\left_2019_01_15_14_59_08_518.jpg,D:\data\IMG\right_2019_01_15_14_59_08_518.jpg,0,0,0,6.440398
D:\data\IMG\center_2019_01_15_14_59_08_676.jpg,D:\data\IMG\left_2019_01_15_14_59_08_676.jpg,D:\data\IMG\right_2019_01_15_14_59_08_676.jpg,0,0,0,6.337297
D:\data\IMG\center_2019_01_15_14_59_08_843.jpg,D:\data\IMG\left_2019_01_15_14_59_08_843.jpg,D:\data\IMG\right_2019_01_15_14_59_08_843.jpg,0,0,0,6.235847
D:\data\IMG\center_2019_01_15_14_59_08_990.jpg,D:\data\IMG\left_2019_01_15_14_59_08_990.jpg,D:\data\IMG\right_2019_01_15_14_59_08_990.jpg,0,0,0,6.148412
D:\data\IMG\center_2019_01_15_14_59_09_144.jpg,D:\data\IMG\left_2019_01_15_14_59_09_144.jpg,D:\data\IMG\right_2019_01_15_14_59_09_144.jpg,0,0,0,6.049988
D:\data\IMG\center_2019_01_15_14_59_09_301.jpg,D:\data\IMG\left_2019_01_15_14_59_09_301.jpg,D:\data\IMG\right_2019_01_15_14_59_09_301.jpg,0,0,0,5.953139
D:\data\IMG\center_2019_01_15_14_59_09_458.jpg,D:\data\IMG\left_2019_01_15_14_59_09_458.jpg,D:\data\IMG\right_2019_01_15_14_59_09_458.jpg,0,0,0,5.85784
D:\data\IMG\center_2019_01_15_14_59_09_611.jpg,D:\data\IMG\left_2019_01_15_14_59_09_611.jpg,D:\data\IMG\right_2019_01_15_14_59_09_611.jpg,0,0,0,5.775707
D:\data\IMG\center_2019_01_15_14_59_09_764.jpg,D:\data\IMG\left_2019_01_15_14_59_09_764.jpg,D:\data\IMG\right_2019_01_15_14_59_09_764.jpg,0,0.4607969,0,6.550735
D:\data\IMG\center_2019_01_15_14_59_09_920.jpg,D:\data\IMG\left_2019_01_15_14_59_09_920.jpg,D:\data\IMG\right_2019_01_15_14_59_09_920.jpg,0,0,0,6.471603
